,First Name,Last Name,DOB,Gender,Selected Race,Guardian First,Guardian Last,Street,City,State,Zip,SCHOOL_ID
412,Thatcher,SMALLS,2005-04-19,Boy,Black,RHODA,SMALLS,2265 Beechwood Avenue,Cleantown,ST,7701.0,412
413,Paloma,WASHINGTON,2006-11-05,Girl,Black,ELINOR,PARHAM,2329 Center Street,Cleantown,ST,7304.0,413
414,Maya,PAULSON,2002-03-07,Girl,White,ROSALYN,PAULSON,1201 Grove Avenue,Cleantown,ST,73128.0,414
415,Lucas,ARNDT,1999-05-15,Boy,White,GLEN,ARNDT,856 Lauren Drive,Cleantown,ST,53718.0,415
416,Jose,STEIN,2004-03-08,Boy,White,PEDRO,OLSON,4397 Maxwell Street,Cleantown,ST,6103.0,416
417,Londyn,CRABTREE,2008-12-05,Girl,White,CLEO,CRABTREE,1048 Bagwell Avenue,Cleantown,ST,32671.0,417
418,Emelia,HERNANDEZ,1999-06-27,Girl,Hispanic,DERRICK,HERNANDEZ,3875 Java Lane,Cleantown,ST,29115.0,418
419,Dylan,RIZZO,2007-06-03,Boy,White,PETRA,RIZZO,1234 Windy Ridge Road,Cleantown,ST,46750.0,419
420,Miguel,HOFFMAN-GARBER,2009-09-03,Boy,White,MARC,HOFFMAN-GARBER,4980 West Fork Street,Cleantown,ST,59330.0,420
421,Cassandra,PELLETIER,2004-06-19,Girl,White,FRANKLIN,SCHUMACHER,3893 Aaron Smith Drive,Cleantown,ST,17201.0,421
422,Alejandro,YODER,1999-01-15,Boy,White,KEISHA,YODER,934 Oliver Street,Cleantown,ST,75074.0,422
423,Sky,CARDENAS,2007-06-07,Girl,Hispanic,DENA,CARDENAS,4066 Benson Street,Cleantown,ST,54855.0,423
424,Declan,HANSEN,2005-08-07,Boy,White,BETTE,ERICKSON,1487 Jenna Lane,Cleantown,ST,50317.0,424
425,Elyse,JIMENEZ,2004-02-03,Girl,Hispanic,MAURICE,JIMENEZ,3658 Leo Street,Cleantown,ST,15203.0,425
426,Valentin,KIM,2006-03-20,Boy,AAPI,VIRGIL,KIM,1061 Fancher Drive,Cleantown,ST,75074.0,426
427,Terry,MURILLO,1998-03-04,Boy,Hispanic,DENA,MURILLO,3408 Boone Crockett Lane,Cleantown,ST,98261.0,427
428,Elian,HERNANDEZ,1998-03-18,Boy,Hispanic,JANETTE,HERNANDEZ,2662 Upland Avenue,Cleantown,ST,43315.0,428
429,Scarlet,SNYDER,1999-10-30,Girl,White,RON,SNYDER,2575 Pursglove Court,Cleantown,ST,45429.0,429
430,Mario,HOFF,2006-01-10,Boy,White,LEANN,HOFF,1786 Hampton Meadows,Cleantown,ST,1742.0,430
431,Adam,DENNEY,2000-05-24,Boy,White,LILLY,DENNEY,871 Mount Olive Road,Cleantown,ST,30093.0,431
432,Terry,JAQUEZ,2007-07-22,Boy,Hispanic,GRETA,HERNANDEZ,3771 Henry Ford Avenue,Cleantown,ST,10016.0,432
433,Oakley,GERALD-EDWARD,2007-07-25,Girl,Black,SERENA,PLEASANT,3117 Marietta Street,Cleantown,ST,94612.0,433
434,Addison,NOVAK-MCGRATH,2006-01-06,Girl,White,ROSALIND,NOVAK-MCGRATH,3117 Marietta Street,Cleantown,ST,94612.0,434
435,Megan,HARMS,2000-11-17,Girl,White,GRACIE,HARMS,3065 Masonic Drive,Cleantown,ST,59230.0,-2
436,Harper,OLSEN,2003-01-18,Girl,White,ELNORA,OBRIEN,388 Whitetail Lane,Cleantown,ST,75253.0,-2
437,Madelyn,SIZEMORE,2000-10-12,Girl,White,TYLER,SIZEMORE,4037 Kincheloe Road,Cleantown,ST,97383.0,-2
438,Presley,KRUGER,2008-03-16,Girl,White,JILLIAN,KRUGER,2053 Jehovah Drive,Cleantown,ST,22601.0,-2
439,Jermaine,RIOS,1998-01-29,Boy,Hispanic,CHRISTI,RIOS,1566 Hoffman Avenue,Cleantown,ST,10016.0,-2
440,Ryland,SHAPIRO,1999-01-19,Boy,White,LESLIE,SHAPIRO,1832 Walton Street,Cleantown,ST,84401.0,-2
441,Jeremiah,ADLER,2002-03-07,Boy,White,CECIL,WEBER,2051 Bassel Street,Cleantown,ST,70458.0,-2
442,Remy,NG,2009-02-14,Girl,AAPI,GILDA,NG,2922 Pineview Drive,Cleantown,ST,56032.0,-2
443,Esgton,CARUSO,2009-02-08,Boy,White,LIZZIE,CARUSO,2944 Hiney Road,Cleantown,ST,89102.0,-2
444,Chloefs,MOSER,2002-09-04,Girl,White,CORNELIA,MOSER,3681 Birch Street,Cleantown,ST,46142.0,-2
445,Refbbecka,LARSON,2001-08-19,Girl,White,ADELINE,LARSON,506 McVaney Road,Cleantown,ST,28801.0,-2
446,Eveloina,KEENAN,2005-10-22,Girl,White,SUMMER,KEENAN,2680 Walnut Street,Cleantown,ST,39180.0,-2
447,Lauren,DIETGRICHT,2005-12-21,Girl,White,PEDRO,DIETRICH,1194 Quiet Valley Lane,Cleantown,ST,91403.0,-2
448,Isabella,O'BBRIENS,2004-09-07,Girl,White,SHANA,PETERSEN,3099 Glen Street,Cleantown,ST,42079.0,-2
449,Valentino,WLILIAMS,2009-04-29,Boy,Black,JAVIER,WILLIAMS,1724 Bel Meadow Drive,Cleantown,ST,92507.0,-2
450,Lamar,SPELLER,2009-09-05,Boy,Black,EVERETT,JACKSON,2055 Aaron Smith Drive,Cleantown,ST,17070.0,-1
451,Quinton,BOUCHER,2003-11-03,Boy,White,BEN,JACOBSON,2623 Feathers Hooves Drive,Cleantown,ST,10107.0,-1
452,Randall,KYLES,2000-10-13,Boy,Black,NEIL,KYLES,2919 Callison Lane,Cleantown,ST,19801.0,-1
453,Ivory,BETHEA,1998-10-04,Girl,Black,MAX,BETHEA,2839 Rinehart Road,Cleantown,ST,33311.0,-1
454,Elaine,JUAREZ,2000-08-11,Girl,Hispanic,TYLER,JUAREZ,2448 Heavner Court,Cleantown,ST,11612.0,-1
455,Matthew,KLEIN,2001-08-16,Boy,White,AILEEN,KLEIN,634 Dogwood Road,Cleantown,ST,85034.0,-1
456,Clay,IVORY,1998-04-21,Boy,Black,NITA,IVORY,3880 Briarwood Road,Cleantown,ST,65724.0,-1
457,Camille,HELLER,2002-11-25,Girl,White,ADELA,HELLER,1182 Delaware Avenue,Cleantown,ST,94568.0,-1
458,Scarlett,LUTZ-ODONNELL,2001-01-25,Girl,White,JANINE,LUTZ-ODONNELL,3624 Joes Road,Cleantown,ST,12207.0,-1
459,Quinn,LARSON,2001-09-05,Boy,White,LORNA,LARSON,3690 Berry Street,Cleantown,ST,81049.0,-1
