,First Name,Last Name,DOB,Gender,Selected Race,Guardian First,Guardian Last,Street,City,State,Zip,SCHOOL_ID
412,Jasiah,ROJAS,2003-04-06,Boy,Hispanic,SUSANA,ROJAS,2537 Corbin Branch Road,Oopstown,ST,37663.0,412
413,Emma,CRAMER,2006-08-17,Girl,White,JORGE,ADLER,2536 Murry Street,Oopstown,ST,23323.0,413
414,Samuel,METZGER,2002-07-13,Boy,White,DENA,REGAN,3754 Ford Street,Oopstown,ST,95050.0,414
415,Noah,SCHWARTZ,2004-11-02,Boy,White,PAIGE,SCHWARTZ,1796 Oak Street,Oopstown,ST,13697.0,415
416,Zane,NAGEL,1998-06-02,Boy,White,LEANNE,OLEARY,1829 Ethels Lane,Oopstown,ST,33825.0,416
417,Brooklyn,ERICKSON,1999-01-28,Girl,White,GEORGINA,ERICKSON,2833 Tree Frog Lane,Oopstown,ST,64106.0,417
418,Jasiah,CAMARENA,2005-12-17,Boy,Hispanic,SIMONE,CAMARENA,2037 Dye Street,Oopstown,ST,85016.0,418
419,Gordon,VU,2010-09-06,Boy,AAPI,MARSHALL,VU,1623 Luke Lane,Oopstown,ST,74701.0,419
420,Kamden,LARSEN,2005-09-08,Boy,White,GABRIELA,DELONG,2442 Emeral Dreams Drive,Oopstown,ST,60005.0,-2
421,Sherlyn,COLEMAN,1998-04-12,Girl,Black,COLETTE,COLEMAN,1014 Bird Spring Lane,Oopstown,ST,77580.0,-2
422,Bridger,BUFFALO,2005-01-01,Boy,Native,MARYELLEN,DUPRIS,1046 Better Street,Oopstown,ST,66210.0,-2
423,Leah,OBRIEN-LANGE,2005-05-14,Girl,White,LIZZIE,SCHAEFER,4258 Woodrow Way,Oopstown,ST,77056.0,-2
424,Lucian,ESPARZA,2006-03-30,Boy,Hispanic,LUCILE,ESPARZA,4863 Elk City Road,Oopstown,ST,71101.0,-2
425,Alexa,CONROY,2001-06-23,Girl,White,CLARICE,ROSEN,3732 Hannah Street,Oopstown,ST,28655.0,-2
426,Jonah,DEATON,2000-10-22,Boy,White,JIMMIE,GRAF,4726 Windy Ridge Road,Oopstown,ST,46765.0,-2
427,Anaya,ROOT,2004-02-12,Girl,White,CHANDRA,CAUDILL,3047 Saints Alley,Oopstown,ST,33868.0,-2
428,Bella,HANSEN,2008-07-12,Girl,White,GRACIELA,HANSEN,1270 McDonald Avenue,Oopstown,ST,32803.0,-2
429,Alfred,HAIRSTON,2003-05-10,Boy,Black,JIMMIE,DORSEY,4163 Main Street,Oopstown,ST,98052.0,-2
430,Alan,WESTFALL,2004-11-14,Boy,White,CLARICE,WESTFALL,3084 Straford Park,Oopstown,ST,40741.0,-2
431,Giancarlo,CHARLES,2005-02-21,Boy,Black,EVANGELINE,CHARLES,2333 Snyder Avenue,Oopstown,ST,28263.0,-2
432,Alondra,WEISS,2002-06-29,Girl,White,HARVEY,QUIGLEY,4788 Holly Street,Oopstown,ST,30161.0,-2
433,Tamia,ZHOU,2003-11-15,Girl,AAPI,ISAAC,ZHOU,3436 Diamond Cove,Oopstown,ST,2812.0,-2
434,Isabella,FERRARA,2009-02-26,Girl,White,BIANCA,FERRARA,4130 Sarah Drive,Oopstown,ST,70629.0,-2
435,Beau,BECKER,2010-07-01,Boy,White,ALISA,BECKER,324 Franklin Avenue,Oopstown,ST,78401.0,-2
436,Sharlotfte,DONOVAN,1998-03-14,Girl,White,PAIGE,DONOVAN,1819 Smith Road,Oopstown,ST,30253.0,-2
437,Emilafe,HERNANDES,2002-02-09,Girl,Hispanic,MAYRA,ARMENDARIZ,2839 Wiseman Street,Oopstown,ST,37748.0,-2
438,Joosephfyne,GENTILE,1998-10-14,Girl,White,RON,BLANK,1716 Poplar Lane,Oopstown,ST,33178.0,-2
439,Zioeys,SCHNEIDER,2003-08-07,Girl,White,DEANA,SCHNEIDER,719 Raintree Boulevard,Oopstown,ST,55415.0,-2
440,Meagthew,OLSON,2004-02-19,Boy,White,ELMA,KLEIN,885 Eagle Lane,Oopstown,ST,58203.0,-2
441,Riiker,NOVAK,2005-01-21,Boy,White,ESPERANZA,NOVAK,3916 Woodhill Avenue,Oopstown,ST,21111.0,-2
442,Eddisobn,HERNANDEZ,2010-01-09,Boy,Hispanic,SAM,HERNANDEZ,2936 Chipmunk Lane,Oopstown,ST,4101.0,-2
443,Leimna,MACDONALD,2005-05-19,Girl,White,DENA,MACDONALD,3010 Agriculture Lane,Oopstown,ST,25301.0,-2
444,Adrien,WIOLIAM'S,2008-05-26,Boy,Black,AMIE,JACKSON,2868 Summit Park Avenue,Oopstown,ST,48075.0,-2
445,Charles,FOOCJHS,2003-03-02,Boy,White,SHANA,SWENSON,4958 Charack Road,Oopstown,ST,47408.0,-2
446,Piper,SORENESSEN,1999-02-21,Girl,White,TONIA,SORENSEN,2917 Renwick Drive,Oopstown,ST,19103.0,-2
447,Temperance,MMYLTOB,2007-09-21,Girl,Black,JARED,MCKOY,171 Giraffe Hill Drive,Oopstown,ST,75287.0,-2
448,Mia,BIEJKMAN,2004-07-27,Girl,White,LEWIS,BECKMAN,17 Zimmerman Lane,Oopstown,ST,90026.0,-2
449,Douglas,IBOLRA,2006-02-06,Boy,Hispanic,RUBEN,IBARRA,3529 Half and Half Drive,Oopstown,ST,93210.0,-2
450,Samson,ARRIAGA,2002-05-17,Boy,Hispanic,PATRICA,ARRIAGA,3962 Elk Creek Road,Oopstown,ST,30136.0,-1
451,Emory,PLASCENCIA,2010-05-14,Girl,Hispanic,SHANNA,PLASCENCIA,3589 Oakwood Circle,Oopstown,ST,92672.0,-1
452,Kaylee,WEBER,2000-05-21,Girl,White,LATONYA,WEBER,1915 Carson Street,Oopstown,ST,40403.0,-1
453,Isla,FRIEDMAN,2004-07-18,Girl,White,SHANE,SCHMITT,3628 Walton Street,Oopstown,ST,84606.0,-1
454,Penny,ALSTON,1999-09-18,Girl,Black,BRIANNA,ALSTON,1813 Bryan Avenue,Oopstown,ST,55415.0,-1
455,Jesus,BRANDT,2000-04-21,Boy,White,LEWIS,GAGNON,696 Church Street,Oopstown,ST,11357.0,-1
456,Elliot,JACKSON,1999-04-17,Girl,Black,LESSIE,TOOMER,4919 Roosevelt Road,Oopstown,ST,67062.0,-1
457,Kathryn,HANSEN,1998-01-09,Girl,White,AILEEN,COTE,411 Park Avenue,Oopstown,ST,95814.0,-1
458,Kendall,METZGER,1999-04-26,Girl,White,JAYNE,FREY,3854 Lodgeville Road,Oopstown,ST,55423.0,-1
459,Emmaline,WILLIAMS,2010-12-04,Girl,Black,LORAINE,WILLIAMS,1673 Glen Falls Road,Oopstown,ST,19090.0,-1
